Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2018-03-26,RELIANCE,EQ,893.9,893.95,904.3,892.5,901.5,901.1,898.73,6047262,543487931305000.0,121961,3636901,0.6014
2018-03-27,RELIANCE,EQ,901.1,907.2,910.75,897.0,898.3,899.8,903.51,6939577,626998677515000.0,107921,4642015,0.6689
2018-03-28,RELIANCE,EQ,899.8,895.8,895.85,880.0,881.6,882.7,886.65,8759586,776671637505000.0,164624,5760321,0.6576000000000001
2018-04-02,RELIANCE,EQ,882.7,893.0,900.95,886.5,892.95,892.95,894.38,5712065,510876264120000.0,138967,3627851,0.6351
2018-04-03,RELIANCE,EQ,892.95,891.0,901.7,885.25,901.0,899.55,891.67,6364728,567526823150000.0,106660,4357033,0.6846
2018-04-04,RELIANCE,EQ,899.55,904.7,911.8,892.05,893.25,894.9,901.57,6498407,585876507035000.0,90218,3792126,0.5835
2018-04-05,RELIANCE,EQ,894.9,905.1,910.0,903.5,908.0,908.2,907.4,3898676,353765996975000.0,76386,2302327,0.5905
2018-04-06,RELIANCE,EQ,908.2,908.0,918.5,905.0,911.95,911.0,912.81,4418462,403322115645000.0,76788,2226588,0.5039
2018-04-09,RELIANCE,EQ,911.0,912.55,919.0,912.55,915.0,916.0,916.01,3572251,327222285960000.0,73839,2250338,0.6299
2018-04-10,RELIANCE,EQ,916.0,918.4,923.9,914.15,915.5,917.05,919.12,3865402,355277295530000.0,80941,2362123,0.6111
2018-04-11,RELIANCE,EQ,917.05,921.8,932.75,916.05,931.75,930.85,927.88,6007539,557424615430000.0,109450,3174364,0.5284000000000001
2018-04-12,RELIANCE,EQ,930.85,929.85,936.65,924.2,927.1,928.7,929.39,4947725,459836281955000.0,81750,2709544,0.5476
2018-04-13,RELIANCE,EQ,928.7,932.7,941.7,928.7,939.85,938.85,937.05,5767984,540490821045000.0,102901,3471103,0.6018
2018-04-16,RELIANCE,EQ,938.85,934.45,940.0,928.5,938.1,937.05,932.57,4084450,380904157400000.0,104874,2628073,0.6434000000000001
2018-04-17,RELIANCE,EQ,937.05,940.0,947.2,936.0,945.0,944.25,942.33,4388713,413560726610000.0,107244,2792594,0.6363000000000001
2018-04-18,RELIANCE,EQ,944.25,945.25,948.2,935.05,937.7,938.0,941.25,3365196,316748400090000.0,90717,2111686,0.6275000000000001
2018-04-19,RELIANCE,EQ,938.0,939.1,945.0,935.0,942.0,942.3,941.25,4481413,421813428575000.0,49239,2947293,0.6577
2018-04-20,RELIANCE,EQ,942.3,938.0,941.85,921.2,930.0,927.9,928.21,3349519,310907170425000.0,72993,1740154,0.5195000000000001
2018-04-23,RELIANCE,EQ,927.9,930.0,944.35,928.5,935.0,936.0,936.28,3508515,328495414855000.0,74884,1921427,0.5476
2018-04-24,RELIANCE,EQ,936.0,935.8,975.7,935.0,971.6,970.05,959.86,9107264,874171816910000.0,161209,3460005,0.3799
2018-04-25,RELIANCE,EQ,970.05,973.65,981.8,963.55,972.0,970.5,971.0,6436620,624996089110000.0,125144,2040807,0.3171
