ONGC,1095,170.7,173.85,2017-10-28,19.5,3.15,1.8453427065,0.0224232914233
RELIANCE,28,1234.5,1238.9,2017-3-11,10.5,4.4,0.356419603078,7.30542253521
RELIANCE,365,1568.05,1650.1,2017-9-8,15.0,82.05,5.23261375594,0.882934642412
SBIN,997,280.3,312.5,2017-12-17,115.0,32.2,11.4876917588,0.166471312017
WOCKPHARMA,364,607.9,644.7,2017-9-14,17.5,36.8,6.05362724132,-2.30543656872
